ID,Name,dept,date,time_slot
1,Applicant_1,Dept_2,2024-09-25,09:00-11:00
1,Applicant_1,Dept_1,2024-09-23,12:00-14:00
1,Applicant_1,Dept_1,2024-09-24,19:00-21:00
1,Applicant_1,Dept_2,2024-09-19,18:00-19:00
1,Applicant_1,Dept_2,2024-09-24,17:00-19:00
2,Applicant_2,Dept_2,2024-09-26,11:00-13:00
2,Applicant_2,Dept_4,2024-09-23,14:00-16:00
2,Applicant_2,Dept_2,2024-09-23,12:00-13:00
3,Applicant_3,Dept_4,2024-09-21,12:00-13:00
3,Applicant_3,Dept_2,2024-09-22,11:00-12:00
3,Applicant_3,Dept_2,2024-09-24,12:00-13:00
3,Applicant_3,Dept_2,2024-09-23,17:00-19:00
4,Applicant_4,Dept_3,2024-09-26,10:00-11:00
4,Applicant_4,Dept_3,2024-09-19,09:00-10:00
4,Applicant_4,Dept_1,2024-09-25,09:00-11:00
5,Applicant_5,Dept_3,2024-09-21,16:00-18:00
5,Applicant_5,Dept_3,2024-09-19,14:00-15:00
5,Applicant_5,Dept_1,2024-09-22,12:00-13:00
5,Applicant_5,Dept_1,2024-09-22,10:00-12:00
6,Applicant_6,Dept_1,2024-09-25,15:00-16:00
6,Applicant_6,Dept_3,2024-09-25,18:00-20:00
6,Applicant_6,Dept_1,2024-09-23,10:00-11:00
6,Applicant_6,Dept_1,2024-09-25,16:00-18:00
6,Applicant_6,Dept_1,2024-09-22,16:00-17:00
7,Applicant_7,Dept_2,2024-09-24,18:00-19:00
7,Applicant_7,Dept_4,2024-09-23,14:00-16:00
7,Applicant_7,Dept_4,2024-09-23,12:00-13:00
8,Applicant_8,Dept_3,2024-09-26,16:00-17:00
8,Applicant_8,Dept_3,2024-09-22,16:00-17:00
8,Applicant_8,Dept_4,2024-09-25,16:00-17:00
9,Applicant_9,Dept_4,2024-09-23,17:00-19:00
9,Applicant_9,Dept_4,2024-09-26,09:00-10:00
9,Applicant_9,Dept_2,2024-09-20,19:00-21:00
10,Applicant_10,Dept_1,2024-09-22,14:00-15:00
10,Applicant_10,Dept_2,2024-09-21,15:00-16:00
10,Applicant_10,Dept_2,2024-09-21,13:00-14:00
10,Applicant_10,Dept_2,2024-09-26,12:00-13:00
10,Applicant_10,Dept_2,2024-09-23,10:00-11:00
11,Applicant_11,Dept_1,2024-09-23,14:00-15:00
11,Applicant_11,Dept_1,2024-09-21,18:00-20:00
